,permno,bm,pe_exi,npm,cfm,roa,roe,GProf,totdebt_invcap,capital_ratio,debt_ebitda,lt_debt,cash_debt,fcf_ocf,de_ratio,at_turn,staff_sale,ptb
406,17750,0.017,76.228,0.032,0.073,0.235,0.286,0.476,1.143,0.94,1.959,0.403,0.197,0.504,38.964,1.241,0.0,41.954
407,59045,0.85,12.069,0.105,0.185,0.145,0.086,0.193,0.262,0.253,1.324,0.399,0.234,0.129,0.849,0.561,0.0,0.993
408,48072,1.004,28.529,0.02,0.041,0.047,0.03,0.401,0.006,0.0,0.096,0.0,-0.056,0.728,0.365,1.109,0.0,0.901
409,16678,0.202,20.708,0.018,0.037,0.184,0.296,0.777,0.742,0.623,2.028,0.38,0.166,0.262,4.347,3.52,0.0,5.535
410,48144,1.228,17.418,0.094,0.13,0.064,0.062,0.297,0.021,0.021,0.28,0.124,0.663,0.883,0.172,0.58,0.0,1.024
411,89456,0.719,40.633,0.023,0.043,0.11,0.052,0.476,0.0,0.0,0.0,0.0,0.531,0.786,0.251,1.755,0.0,2.018
412,49488,1.377,-3.645,-0.065,0.025,-0.012,-0.066,0.043,0.541,0.509,-35.963,0.623,0.095,-5.828,1.665,0.459,0.0,0.344
413,48291,0.715,18.906,0.05,0.075,0.067,0.067,0.444,0.091,0.083,1.046,0.234,0.388,0.821,0.386,0.962,0.0,1.219
414,48347,0.372,17.568,0.05,0.067,0.175,0.138,0.722,0.007,0.001,0.027,0.002,0.359,0.43,0.451,1.887,0.0,2.295
415,12781,0.87,18.801,0.069,0.135,0.078,0.069,0.076,0.655,0.53,5.412,0.477,0.087,0.101,2.362,0.381,0.0,1.253
416,48486,0.519,17.417,0.141,0.198,0.155,0.16,0.308,0.319,0.192,1.576,0.338,0.195,0.812,0.701,0.629,0.0,2.35
417,48523,0.237,29.681,0.094,0.113,0.269,0.181,0.407,0.0,0.0,0.0,0.0,0.991,0.895,0.227,1.608,0.0,5.002
418,48531,0.527,34.646,0.042,0.084,0.098,0.057,0.353,0.29,0.288,2.439,0.559,0.017,0.417,0.724,0.902,0.0,1.933
419,48961,0.346,105.709,0.004,0.034,0.087,0.016,1.34,0.142,0.126,0.867,0.125,0.024,0.689,1.155,2.077,0.0,3.122
420,50286,0.9592069949524183,3.907,0.036,0.108,0.191,-0.42010901806070894,0.497,1.339,1.294,4.836,0.76,0.081,0.87,-5.785,0.824,0.369,3.857438108783013
421,60943,0.202,20.802,0.074,0.104,0.174,0.242,0.314,0.508,0.432,1.829,0.425,0.192,0.741,1.795,1.261,0.0,5.038
422,65330,1.076,13.911,0.114,0.134,0.085,0.065,0.084,0.188,0.19,1.806,0.442,0.223,0.923,0.531,0.403,0.437,0.872
423,52708,0.501,14.732,0.084,0.09,0.082,0.157,0.154,0.593,0.523,6.065,0.686,-0.102,-6559227240.681702,1.599,0.673,0.0,1.634
424,20415,1.412,29.983,0.019,0.031,0.026,0.021,0.041,1.5,0.432,21.004,0.197,-0.024,-6559227240.681702,3.875,0.228,0.149,0.608
425,50876,0.164,38.127,0.12,0.192,0.148,0.151,0.451,0.363,0.324,1.524,0.34,0.2,0.67,1.411,0.543,0.0,6.134
426,64282,0.011,24.136,0.1,0.138,0.358,3.686,0.757,1.104,1.104,1.992,0.65,0.237,0.563,-16.278,1.634,0.0,41.954
427,81678,0.266,25.945,0.058,0.082,0.23,0.121,0.498,0.156,0.098,0.445,0.166,0.615,0.844,0.656,1.371,0.0,3.628
428,49015,1.226,10.716,0.087,-15.471987031916925,0.007,0.075,0.007,0.277,0.268,9543569931394.81,0.023,0.011,1.0,15.649,0.055,0.0,0.864
429,49905,0.078,26.132,0.072,0.114,0.17,0.53,0.811,0.713,0.699,2.676,0.551,0.02,0.321,4.207,1.354,0.0,11.848
430,21178,0.044,21.458,0.077,0.11,0.15,0.888,0.147,0.735,0.702,1.364,0.209,0.115,0.749,11.292,1.063,0.0,23.722
431,26710,1.515,21.099,0.05,0.157,0.023,0.033,0.023,0.312,0.341,3.304,0.184,0.056,0.157,2.814,0.174,0.0,0.696
432,50017,0.722,-36.191,-0.053,0.273,0.084,-0.025,0.1,0.499,0.499,4.618,0.626,0.18,-0.678,1.594,0.235,0.0,1.061
433,54578,0.94,4.958,0.063,0.07,0.027,0.194,0.025,0.341,0.341,5.987,0.209,0.122,0.943,2.475,0.842,0.0,0.941
434,56223,0.559,-21.188,-0.065,-0.011,0.004,-0.098,0.072,0.416,0.414,83.288,0.626,-0.043,-6559227240.681702,1.13,0.828,0.0,2.26
435,61399,0.124,24.063,0.051,0.078,0.205,0.305,0.613,0.587,0.541,1.709,0.448,0.225,0.763,2.633,1.76,0.0,8.306
436,64020,1.26,-89.4,-0.003,0.051,0.062,-0.008,0.223,0.178,0.178,2.253,0.422,0.115,-0.975,0.513,1.46,0.0,0.738
437,59774,0.524,12.996,0.09,0.123,0.183,0.202,0.367,0.153,0.151,0.602,0.274,0.279,0.201,0.65,1.401,0.0,2.377
438,33849,1.495,-11.563,-0.039,0.002,-0.005,-0.058,0.46,0.0,0.0,0.0,0.0,-0.429,-0.105,0.191,1.264,0.0,0.711
439,66245,0.971,16.357,0.032,0.034,0.042,0.047,0.136,0.435,0.411,8.978,0.776,-0.145,-6559227240.681702,0.901,0.783,0.0,1.004
440,23835,0.921,20.132,0.044,0.105,0.069,0.048,0.071,0.475,0.411,4.333,0.421,0.135,-0.375,1.658,0.551,0.0,1.157
441,50623,0.297,21.137,0.081,0.118,0.174,0.171,0.522,0.082,0.0,0.256,0.0,0.496,0.816,0.785,1.189,0.0,3.524
442,50789,0.725,21.382,0.13,0.205,0.105,0.075,0.103,0.375,0.369,2.281,0.384,0.124,0.396,1.526,0.341,0.0,1.553
443,89790,0.969,-0.122,-9.643,-9.455,-0.147,-0.89,-0.385,0.099,0.06,-0.477,0.205,-0.666,-6559227240.681702,0.313,0.07,0.0,0.947
444,51263,0.474,-341.11,-0.01,0.068,0.036,-0.023,0.141,0.691,0.661,11.431,0.511,0.033,0.582,3.818,0.618,0.0,2.16
445,15069,2.098,-5.646,-0.223,0.399,0.052,-0.065,0.083,0.277,0.237,3.944,0.422,0.366,-0.887,0.738,0.191,0.0,0.39
446,51423,0.725,21.805,0.049,0.129,0.116,0.063,0.211,0.456,0.419,2.949,0.536,0.174,0.068,1.346,0.619,0.0,0.916
447,45751,0.229,20.164,0.116,0.151,0.162,0.208,0.163,0.368,0.365,1.38,0.363,0.197,0.83,1.586,0.733,0.58,4.63
448,34032,0.118,26.952,0.052,0.07,0.144,0.36,0.356,0.921,0.899,3.532,0.549,0.1,0.78,16.13,1.082,0.0,9.245
449,51829,0.899,377.966,0.044,0.069,0.027,0.068,0.613,0.0,0.0,0.0,0.0,0.167,-0.067,0.553,1.017,0.0,1.177
450,39538,0.36,30.528,0.053,0.101,0.121,0.107,0.475,0.472,0.439,2.888,0.567,0.236,0.681,1.379,0.891,0.0,3.588
451,51925,0.9592069949524183,3.872,0.616,0.666,0.63,-0.42010901806070894,0.693,2.02,1.56,1.541,0.598,-0.042,-0.73,-4.656,0.882,0.0,3.857438108783013
452,51960,0.747,-9.781,-0.131,-0.062,0.004,-0.171,0.382,0.074,0.0,11.538,0.0,-0.103,-6559227240.681702,0.408,0.974,0.0,1.766
453,27617,0.483,53.194,0.115,0.218,0.074,0.043,0.141,0.132,0.129,1.485,0.367,0.205,0.31,0.405,0.292,0.0,2.158
454,52090,0.172,13.845,0.094,0.118,0.162,0.221,0.418,0.529,0.331,1.955,0.328,0.193,0.771,1.509,0.977,0.0,5.701
455,43449,0.11,25.571,0.172,0.234,0.259,0.322,0.337,0.602,0.602,1.829,0.714,0.314,0.702,2.115,0.764,0.173,10.913
456,89915,1.009,15.267,0.104,0.309,0.149,0.063,0.236,0.429,0.446,1.939,0.472,0.178,-0.124,1.706,0.365,0.0,0.916
457,17478,0.028,-240.44,-0.019,0.028,0.352,-0.118,0.54,0.557,0.729,0.805,0.321,0.226,0.925,8.377,0.792,0.0,40.496
458,81061,0.206,22.211,0.011,0.016,0.083,0.234,0.216,0.531,0.491,2.2,0.186,0.07,0.914,5.183,3.402,0.0,5.164
459,52250,1.308,-59.474,-0.046,-0.011,0.005,-0.016,0.074,0.0,0.0,0.0,0.0,0.61,0.847,0.066,0.33,0.0,0.805
460,17005,0.398,22.12,0.034,0.047,0.151,0.121,0.354,0.313,0.293,1.476,0.372,0.224,0.735,1.112,1.893,0.0,2.54
461,52813,0.416,14.619,0.117,0.163,0.15,0.12,0.569,0.174,0.09,0.85,0.184,0.181,0.727,0.541,0.644,0.0,1.618
462,22752,0.372,14.048,0.271,0.432,0.148,0.205,0.307,0.373,0.329,1.726,0.417,0.159,0.817,1.175,0.387,0.0,2.863
463,42796,0.663,16.571,0.074,0.121,0.112,0.097,0.352,0.485,0.448,2.668,0.401,0.102,0.82,2.027,0.566,0.0,1.294
464,53074,0.209,39.96,0.121,0.198,0.2,0.119,0.42,0.304,0.275,1.364,0.553,0.247,0.566,0.686,0.603,0.0,4.304
465,53197,0.366,12.681,0.117,0.144,0.239,0.221,0.393,0.026,0.026,0.087,0.086,0.837,0.805,0.311,1.414,0.0,2.611
466,87437,0.175,21.947,0.049,0.051,0.24,0.3,0.743,0.0,0.0,0.0,0.0,-0.85,0.989,1.18,2.819,0.0,5.971
467,89857,2.42,-4.195,-0.553,0.035,-0.026,-0.111,0.034,0.318,0.318,-11.22,0.718,0.142,-5.055,0.649,0.131,0.0,0.534
468,53373,0.458,-14.333,-0.185,-0.162,-0.193,-0.108,-0.199,0.0,0.0,0.0,0.0,-3.995,-6559227240.681702,0.119,0.538,0.591,1.794
469,14696,0.9592069949524183,13.819,0.069,0.095,0.412,-0.42010901806070894,1.045,3.156,3.078,3.796,0.749,0.107,0.698,-1.979,2.458,0.0,3.857438108783013
470,53613,0.726,5.733,0.179,0.344,0.241,0.248,0.326,0.376,0.337,1.306,0.576,0.48,0.228,0.882,0.694,0.0,1.244
471,53640,0.4,37.034,0.068,0.176,0.123,0.07,0.294,0.456,0.441,3.562,0.767,0.217,0.836,1.03,0.552,0.0,2.501
472,24010,1.558,-78.575,-0.012,0.171,0.078,-0.007,0.078,0.619,0.552,3.908,0.349,0.107,0.17,3.539,0.257,0.0,0.674
473,53859,0.698,22.492,0.156,0.263,0.083,0.079,0.081,0.471,0.402,3.374,0.355,0.087,0.335,1.892,0.21,0.0,1.596
474,54114,0.278,16.307,0.048,0.072,0.206,0.256,0.737,0.405,0.404,1.233,0.395,0.23,0.547,1.715,1.842,0.0,3.818
475,54253,0.367,20.032,0.073,0.098,0.143,0.144,0.415,0.363,0.356,1.643,0.378,0.147,0.478,1.463,0.87,0.0,2.963
476,91109,0.858,-4.844,-2.531,-1.917,-0.405,-2.772,-0.437,1.026,1.026,-1.76,0.806,0.196,-1.827,-48.659,0.226,0.0,0.686
477,22592,0.14,19.488,0.162,0.207,0.27,0.353,0.522,0.4,0.37,0.979,0.414,0.366,0.76,1.417,0.97,0.0,7.611
478,24248,0.977,15.497,0.111,0.227,0.089,0.07,0.085,0.466,0.434,3.659,0.463,0.098,-0.003,1.657,0.301,0.0,1.03
479,54675,0.457,146.4,0.011,0.05,0.156,0.019,0.729,0.125,0.029,0.529,0.059,0.536,0.809,0.509,1.237,0.0,2.387
480,54704,0.964,-36.2,-0.008,0.028,0.105,-0.029,0.299,0.296,0.256,1.489,0.23,0.111,-0.449,1.5,1.486,0.0,1.192
481,76591,0.36,377.966,0.007,0.113,0.08,0.006,0.32,0.382,0.381,4.565,0.718,0.173,0.619,0.855,0.473,0.0,3.107
482,61807,0.531,18.09,0.052,0.093,0.107,0.106,0.272,0.52,0.519,3.203,0.514,0.16,0.759,2.103,0.802,0.0,1.915
483,55213,1.131,-34.438,-0.009,0.037,0.069,-0.021,0.206,0.35,0.342,3.773,0.518,0.118,0.137,1.002,1.217,0.34,0.74
484,22779,0.185,-30.022,-0.096,-0.07,0.122,-0.229,0.318,0.696,0.697,2.891,0.474,-0.077,-6559227240.681702,4.852,0.629,0.0,4.419
485,28345,1.522,-3.175,-0.367,0.288,-0.037,-0.131,0.001,0.289,0.276,-5.123,0.404,0.368,-0.478,0.946,0.225,0.0,0.61
486,55678,0.9592069949524183,14.82,0.058,0.119,0.102,-0.42010901806070894,0.127,1.551,1.261,12.384,0.898,-0.001,-0.651,-5.381,0.504,0.0,3.857438108783013
487,65365,0.301,26.64,0.025,0.084,0.135,0.099,0.439,0.631,0.631,2.985,0.595,0.093,0.397,2.88,1.278,0.0,3.306
488,59408,1.438,13.148,0.169,0.202,0.019,0.069,0.037,0.993,0.482,11.87,0.123,0.014,0.948,7.54,0.043,0.355,0.75
489,84372,0.432,-25.216,-0.025,0.022,0.1,-0.09,0.246,0.676,0.659,4.161,0.523,0.078,0.881,3.693,0.781,0.0,2.495
490,13303,1.377,-11.259,-0.119,-0.075,0.004,-0.041,0.083,0.0,0.0,0.0,0.0,0.094,0.83,1.073,0.242,0.0,0.738
491,90377,0.643,-10.082883013420306,0.0,0.043,0.047,0.0,0.408,0.0,0.0,0.0,0.0,-0.015,0.496,0.255,0.801,0.0,1.942
492,55993,0.408,10.926,0.064,0.083,0.11,0.113,0.444,0.193,0.163,1.509,0.492,0.21,0.795,0.397,1.248,0.0,2.38
493,78900,0.9592069949524183,26.173,0.086,0.104,0.323,0.17,0.467,1.51,1.51,4.042,0.866,0.092,0.895,-3.421,1.31,0.0,3.857438108783013
494,25590,0.781,-9.5,-0.215,-0.025,0.125,-0.106,0.126,0.507,0.507,2.471,0.446,0.183,-0.193,2.309,0.262,0.0,1.096
495,72338,0.662,19.968,0.059,0.1,0.099,0.094,0.131,0.058,0.054,0.428,0.125,0.223,0.315,0.454,0.832,0.585,1.594
496,52337,0.218,159.474,0.001,0.057,0.118,0.025,0.109,0.887,0.945,5.94,0.706,0.041,0.274,24.171,0.876,0.483,3.766
497,58501,0.407,21.835,0.041,0.058,0.144,0.117,0.302,0.335,0.111,1.343,0.131,0.202,0.905,0.95,1.609,0.0,2.702
498,34497,0.562,15.204,0.087,0.127,0.208,0.118,0.27,0.0,0.0,0.0,0.0,1.384,0.843,0.163,1.181,0.0,1.751
499,56945,0.589,21.083,0.03,0.055,0.101,0.077,1.258,0.003,0.0,0.019,0.0,0.209,-1.704,0.504,1.677,0.0,1.431
500,64450,0.627,15.695,0.066,0.089,0.095,0.12,0.093,0.472,0.432,2.973,0.378,0.174,0.247,2.016,0.842,0.0,1.755
501,47466,0.424,46.276,0.029,0.071,0.096,0.057,0.395,0.393,0.348,2.081,0.267,0.044,0.799,1.996,0.656,0.225,2.646
502,60986,0.192,30.825,0.066,0.095,0.142,0.194,0.364,0.705,0.54,2.896,0.42,0.131,0.628,2.8,0.87,0.0,5.771
503,21207,1.447,29.016,0.047,0.313,0.091,0.028,0.111,0.322,0.364,2.784,0.533,0.122,0.472,1.073,0.261,0.0,0.773
504,34673,1.44,33.0,0.019,0.071,0.084,0.024,0.195,0.231,0.22,2.221,0.503,0.226,0.575,0.559,0.871,0.0,0.716
505,57534,0.697,20.882,0.05,0.094,0.142,0.082,0.499,0.187,0.178,0.977,0.334,0.259,0.545,0.649,1.038,0.0,1.658
506,57665,0.135,15.823,0.112,0.132,0.249,0.292,0.729,0.093,0.08,0.252,0.134,0.526,0.776,0.652,1.512,0.0,6.573
507,61815,1.133,-10.082883013420306,-0.003,0.64,0.045,-0.001,0.079,0.371,0.368,6.607,0.537,0.287,-0.662,1.083,0.14,0.0,0.958
508,57809,0.183,18.594,0.125,0.164,0.17,0.242,0.415,0.642,0.625,2.869,0.648,0.154,0.763,2.576,0.728,0.0,5.156
509,57817,0.116,14.272,0.047,0.086,0.188,0.277,0.634,0.589,0.572,1.718,0.421,0.179,0.55,3.171,1.541,0.0,6.505
510,64311,0.919,15.269,0.157,0.25,0.125,0.081,0.125,0.446,0.426,2.284,0.431,0.137,0.063,1.724,0.327,0.249,1.204
511,28118,0.567,-8.406,-0.04,-0.011,-0.128,-0.164,0.143,0.536,0.463,-2.127,0.343,0.035,0.776,2.511,1.334,0.0,1.202
512,79611,0.759,13.185,0.081,0.103,0.142,0.102,0.544,0.055,0.042,0.312,0.152,0.604,0.862,0.288,0.988,0.0,0.935
513,44206,0.928,17.733,0.113,0.197,0.084,0.063,0.082,0.522,0.457,4.018,0.442,0.083,-0.058,1.905,0.272,0.0,1.087
514,38762,1.071,31.468,0.04,0.169,0.053,0.02,0.057,0.623,0.575,6.6,0.461,0.071,0.072,2.935,0.214,0.0,0.982
515,23931,0.947,18.703,0.086,0.193,0.087,0.06,0.085,0.583,0.536,4.082,0.441,0.099,0.035,2.616,0.303,0.0,1.072
516,58246,0.533,18.113,0.203,0.224,0.025,0.119,0.041,0.612,0.268,2.569,0.03,0.009,0.411,12.207,0.042,0.374,1.969
517,24766,0.188,18.207,0.085,0.105,0.14,0.271,0.246,0.5,0.493,1.8,0.338,0.134,0.698,2.882,0.951,0.0,6.045
518,58318,0.978,11.133,0.033,0.061,0.096,0.093,0.273,0.508,0.481,2.974,0.441,0.106,0.595,2.097,0.959,0.0,1.061
519,58334,1.026,26.359,0.07,0.177,0.074,0.041,0.073,0.605,0.446,3.843,0.28,0.094,0.306,2.872,0.251,0.0,1.077
520,90458,0.817,17.5,0.119,0.236,0.081,0.077,0.076,0.606,0.535,5.112,0.487,0.072,0.177,2.365,0.237,0.0,1.263
521,38703,0.657,13.13,0.256,0.294,0.028,0.137,0.049,0.708,0.486,5.422,0.117,0.012,1.0,8.12,0.052,0.339,1.612
522,34817,0.703,20.667,0.035,0.081,0.126,0.075,0.159,0.362,0.363,2.327,0.608,0.178,0.819,0.937,1.183,0.0,1.526
523,34833,0.643,-8.569,-0.434,-0.23,-0.07,-0.149,-0.059,0.191,0.168,-1.839,0.327,0.52,-0.066,0.618,0.261,0.0,1.591
524,72611,0.884,21.4,0.026,0.052,0.094,0.045,0.516,0.048,0.027,0.442,0.129,0.452,-0.961,0.219,1.396,0.0,0.924
525,58975,0.413,12.302,0.094,0.169,0.214,0.17,0.28,0.325,0.325,1.051,0.422,0.389,0.684,1.14,0.948,0.0,2.31
526,67029,0.694,-43.0,-0.022,-0.007,-0.022,-0.03,0.435,0.0,0.0,0.0,0.0,0.244,0.724,0.255,1.067,0.0,1.259
527,59089,1.848,-23.761,-0.021,0.057,0.08,-0.021,0.156,0.358,0.355,3.506,0.565,0.16,-1.124,0.972,0.569,0.0,0.536
528,23026,1.526,27.12,0.033,0.157,0.064,0.025,0.064,0.708,0.603,6.659,0.474,0.068,0.059,3.213,0.285,0.0,0.664
529,59185,0.507,18.054,0.056,0.101,0.172,0.136,0.421,0.147,0.117,0.578,0.188,0.339,0.647,0.709,1.4,0.0,1.615
530,24440,1.041,17.527,0.132,0.266,0.087,0.054,0.086,0.476,0.449,3.44,0.426,0.115,0.413,1.913,0.238,0.0,0.923
531,13610,0.892,18.362,0.036,0.102,0.109,0.064,0.169,0.414,0.365,2.286,0.356,0.094,0.418,1.612,0.774,0.0,2.448
532,25232,0.275,16.331,0.037,0.11,0.092,0.162,0.09,0.761,0.935,6.192,0.643,0.114,-0.356,22.422,0.56,0.0,2.787
533,60098,0.884,17.405,0.073,0.141,0.093,0.068,0.091,0.503,0.459,3.285,0.405,0.092,-0.14,2.1,0.431,0.0,1.159
534,14976,1.628,5.807,0.321,0.494,0.119,0.188,0.14,0.55,0.533,3.98,0.761,-0.324,0.888,1.499,0.27,0.0,0.143
535,60186,0.521,26.456,0.009,0.016,0.1,0.082,0.444,0.393,0.373,2.208,0.33,-0.002,0.787,1.8,3.561,0.0,2.161
536,91531,0.767,21.874,0.048,0.105,0.109,0.068,0.185,0.364,0.363,2.549,0.542,0.115,0.478,1.049,0.698,0.0,1.461
537,77157,0.23,-44.667,-0.011,0.059,0.127,-0.056,0.188,0.877,0.795,4.259,0.526,0.103,0.36,7.362,0.758,0.0,3.648
538,34948,0.289,18.606,0.058,0.097,0.209,0.171,0.964,0.222,0.22,0.669,0.279,0.269,0.376,1.007,1.563,0.0,3.028
539,44230,1.324,19.217,0.027,0.101,0.087,0.04,0.354,0.447,0.132,3.231,0.19,0.263,0.86,0.801,0.861,0.0,0.694
540,90531,1.948,-7.043,-0.116,-0.088,0.033,-0.068,0.035,0.749,0.327,11.455,0.272,-0.004,-6559227240.681702,1.785,0.25,0.356,0.589
541,60442,0.912,12.95,0.254,0.323,0.024,0.101,0.042,0.586,0.534,6.738,0.167,0.019,1.0,6.855,0.046,0.285,1.166
542,22509,0.238,24.044,0.076,0.113,0.141,0.191,0.375,0.48,0.438,1.804,0.326,0.124,0.665,2.398,0.851,0.0,4.737
543,60506,0.398,6.81,0.083,0.129,0.165,0.229,0.202,0.572,0.513,2.39,0.529,0.153,0.28,1.991,0.948,0.0,2.267
544,13688,0.979,29.55,0.052,0.205,0.088,0.036,0.086,0.512,0.485,3.072,0.341,0.083,-0.347,2.756,0.278,0.0,1.029
545,60709,1.099,16.071,0.033,0.068,0.135,0.07,0.59,0.201,0.201,1.326,0.62,0.468,0.927,0.407,1.483,0.0,1.255
546,86136,0.614,9.235,0.124,0.253,0.077,0.088,0.076,0.583,0.521,4.776,0.455,0.078,-0.17,2.393,0.257,0.0,1.586
547,61146,0.816,67.3,0.007,0.018,0.066,0.024,0.343,0.116,0.029,0.903,0.031,0.092,0.643,0.957,1.722,0.0,1.729
548,35107,0.625,19.063,0.111,0.134,0.063,0.065,0.129,0.353,0.305,4.128,0.499,0.172,0.967,0.881,0.419,0.0,1.368
549,61269,0.721,9.679,0.032,0.051,0.135,0.199,0.268,0.706,0.693,3.555,0.568,0.069,-0.352,3.974,1.499,0.0,1.731
550,58675,2.106,-63.488,-0.064,0.132,0.123,-0.072,0.151,0.477,0.477,3.153,0.69,0.237,0.396,1.321,0.536,0.0,0.329
551,41355,0.373,14.92,0.075,0.101,0.141,0.162,0.264,0.398,0.343,1.799,0.385,0.181,0.809,1.358,1.001,0.0,2.675
552,61496,0.221,12.033,0.044,0.061,0.266,0.335,0.445,0.701,0.565,2.406,0.699,0.299,0.852,1.861,2.592,0.0,4.866
553,57509,0.9592069949524183,-0.038,-2.546,1.382,-0.284,-2.569,-0.286,1.012,1.012,-2.577,0.838,0.165,-12.468,-103.18,0.17,0.0,3.857438108783013
554,61621,0.112,27.123,0.255,0.293,0.18,0.384,0.32,0.0,0.0,0.0,0.0,0.191,0.891,2.582,0.429,0.389,10.541
555,60687,0.785,18.482,0.058,0.088,0.016,0.072,0.016,0.227,0.248,1.975,0.036,0.029,0.946,9.095,0.123,0.0,1.333
556,61955,14.402,-0.039,-1.648,1.506,0.083,-0.692,0.108,0.668,0.668,6.183,0.773,0.182,-1.266,2.607,0.15,0.0,0.143
557,18403,0.693,-4.625,-0.035,0.009,0.067,-0.191,0.435,0.765,0.754,7.571,0.611,0.028,-0.025,5.007,1.209,0.0,1.049
558,22517,0.638,14.221,0.205,0.36,0.083,0.093,0.087,0.688,0.602,5.396,0.569,0.097,-0.344,2.665,0.179,0.0,1.628
559,35238,0.673,-108.29,-0.004,0.03,0.047,-0.017,0.361,0.271,0.268,2.794,0.202,0.027,0.538,1.814,1.372,0.0,1.82
560,13856,0.134,29.65,0.078,0.117,0.171,0.214,0.527,0.77,0.602,2.445,0.437,0.198,0.737,3.466,0.913,0.0,7.895
561,50550,1.938,12.877,0.013,0.022,0.082,0.043,0.148,0.4,0.361,2.929,0.316,-0.024,0.692,1.782,1.274,0.0,0.525
562,62341,0.643,111.208,0.015,0.344,0.166,0.01,0.198,0.348,0.318,1.673,0.536,0.197,-1.098,0.871,0.35,0.0,1.567
563,62376,2.652,8.044,0.038,0.121,0.114,0.043,0.146,0.473,0.473,3.436,0.685,0.153,0.559,1.313,0.586,0.0,0.264
564,21936,0.492,24.09,0.175,0.281,0.11,0.087,0.244,0.376,0.3,2.006,0.301,0.173,0.925,1.425,0.29,0.0,2.087
565,21776,1.437,12.397,0.066,0.2,0.081,0.054,0.078,0.509,0.491,3.473,0.354,0.071,-0.141,2.721,0.332,0.0,0.651
566,52898,0.609,23.651,0.275,0.434,0.081,0.083,0.08,0.513,0.49,3.832,0.421,0.097,0.017,2.28,0.146,0.0,1.848
567,13901,0.082,21.883,0.279,0.29,0.253,0.559,0.338,0.869,0.824,1.626,0.433,0.148,0.963,10.811,0.565,0.0,13.091
568,13928,0.972,-56.253,-0.029,0.323,0.074,-0.015,0.104,0.328,0.328,2.808,0.377,0.26,-0.431,1.291,0.31,0.0,1.002
569,13936,0.736,12.526,0.061,0.093,0.088,0.09,0.406,0.444,0.428,3.599,0.522,0.12,0.705,1.435,0.738,0.0,1.098
570,49971,0.494,32.96,0.1,0.202,0.082,0.062,0.08,0.645,0.517,4.683,0.414,0.101,-0.224,2.583,0.277,0.0,2.017
571,51692,0.325,149.706,0.032,0.062,0.172,0.186,0.826,0.431,0.393,1.434,0.344,0.115,0.371,1.881,2.094,0.0,1.531
572,82279,1.375,15.173,0.016,0.032,0.06,0.054,0.136,0.509,0.365,5.557,0.4,0.043,0.677,1.439,1.434,0.0,0.64
573,63125,0.502,-26.289,-0.079,-0.033,-0.009,-0.067,0.367,0.002,0.001,-0.126,0.001,-0.038,0.452,0.386,0.636,0.0,1.789
574,89968,1.577,12.508,0.079,0.116,0.051,0.063,0.052,1.284,0.058,9.449,0.031,-0.03,0.971,2.011,0.254,0.586,0.771
575,24459,0.07,10.926,0.105,0.16,0.133,1.678,0.357,1.02,0.957,3.662,0.447,0.107,0.69,50.131,0.58,0.0,14.909
576,80185,0.171,19.841,0.112,0.135,0.166,0.141,0.5,0.31,0.31,1.654,0.682,1.039,0.855,0.659,0.914,0.0,5.452
577,13828,2.9,-3.008,-0.963,-0.798,-0.091,-0.638,0.484,0.025,0.0,-0.173,0.0,-0.42,-6559227240.681702,0.41,0.569,0.0,0.236
578,23501,1.266,28.272,0.046,0.173,0.08,0.03,0.078,0.654,0.522,4.875,0.422,0.076,-0.745,2.591,0.31,0.0,0.848
579,63715,0.969,32.949,0.014,0.035,0.074,0.027,0.259,0.008,0.007,0.074,0.018,0.095,-1.688,0.407,1.31,0.0,0.95
580,63830,0.394,24.396,0.138,0.174,0.142,0.108,0.174,0.308,0.264,1.697,0.476,0.201,0.709,0.752,0.485,0.0,2.561
581,18163,0.367,27.863,0.12,0.186,0.129,0.111,0.279,0.393,0.221,1.847,0.262,0.22,0.762,1.08,0.521,0.0,3.011
582,55511,1.214,19.348,0.087,0.247,0.084,0.048,0.083,0.605,0.506,4.457,0.434,0.103,-0.365,2.358,0.244,0.0,0.898
583,23712,0.967,10.629,0.169,0.305,0.127,0.093,0.125,0.44,0.397,2.042,0.355,0.137,0.045,1.854,0.303,0.0,0.95
584,54148,0.694,13.603,0.084,0.092,0.086,0.102,0.161,0.301,0.275,2.686,0.467,0.082,0.842,0.814,0.676,0.0,1.361
585,64742,0.579,-5.0,-9.952,-9.802,-0.012,-0.289,0.022,0.0,0.0,0.0,0.0,-0.37,-6559227240.681702,0.037,0.026,0.508,1.637
586,64785,0.389,13.671,0.09,0.13,0.189,0.185,0.252,0.0,0.0,0.0,0.0,0.432,0.969,0.942,1.035,0.0,2.256
587,64929,0.37,19.659,0.07,0.097,0.153,0.142,0.447,0.177,0.179,0.804,0.271,0.182,0.84,0.807,1.126,0.0,2.709
588,64961,0.378,30.415,0.064,0.119,0.165,0.113,0.676,0.0,0.0,0.0,0.0,0.468,0.851,0.568,1.124,0.0,3.414
589,65008,1.288,-9.631,-0.074,-0.032,-0.052,-0.121,0.242,0.116,0.104,-1.678,0.16,-0.191,-6559227240.681702,0.725,0.974,0.0,1.131
