,permno,bm,pe_exi,npm,cfm,roa,roe,GProf,totdebt_invcap,capital_ratio,debt_ebitda,lt_debt,cash_debt,fcf_ocf,de_ratio,at_turn,staff_sale,ptb
186,27618,0.534,31.235,0.008,0.042,0.118,0.052,0.387,0.572,0.568,2.341,0.333,0.011,0.811,3.955,1.478,0.0,0.795
187,14229,0.507,-70.407,-0.038,0.296,0.071,-0.031,0.068,0.72,0.788,8.18,0.915,0.043,1.0,4.059,0.147,0.166,1.873
188,38420,0.512,2.883,0.426,0.479,0.099,0.808,0.172,0.36,0.349,2.192,0.349,-0.048,-0.419,1.54,0.729,0.0,1.86
189,17726,0.022,20.779,0.038,0.072,0.121,1.669,0.158,0.976,0.984,4.725,0.566,0.098,0.76,108.849,0.877,0.0,41.954
190,59256,0.489,12.864,0.076,0.087,0.232,0.173,0.47,0.0,0.0,0.0,0.0,0.459,0.966,0.31,1.714,0.0,2.121
191,31077,0.673,55.588,0.016,0.042,0.101,0.03,0.269,0.212,0.143,1.48,0.232,0.165,0.752,0.719,1.147,0.0,1.68
192,27888,0.697,13.333,0.274,0.312,0.019,0.108,0.037,0.287,0.076,1.686,0.009,0.011,0.637,8.755,0.038,0.345,1.355
193,27909,0.348,18.457,0.054,0.074,0.196,0.145,0.403,0.014,0.0,0.051,0.0,0.503,0.533,0.434,1.859,0.0,2.44
194,41080,0.404,9.423,0.086,0.117,0.167,0.216,0.35,0.173,0.17,0.639,0.207,0.295,0.638,0.989,1.231,0.0,2.017
195,18091,0.498,19.741,0.077,0.124,0.11,0.107,0.264,0.406,0.405,2.651,0.543,0.173,0.79,1.256,0.692,0.0,2.203
196,83186,0.319,4.209,0.284,0.372,0.131,0.376,0.133,0.365,0.264,1.604,0.271,0.183,0.449,1.319,0.661,0.0,3.367
197,19828,0.5,51.286,0.039,0.126,0.093,0.033,0.151,0.574,0.562,4.732,0.651,0.105,-0.514,1.972,0.434,0.0,2.481
198,92570,0.388,6.301,0.058,0.09,0.136,0.333,0.223,0.607,0.611,2.466,0.432,0.136,0.405,3.631,1.315,0.0,2.221
199,49680,0.396,35.316,0.122,0.228,0.089,0.079,0.223,0.215,0.183,1.924,0.321,0.278,0.839,0.698,0.384,0.0,2.754
200,28629,0.786,22.909,0.042,0.066,0.088,0.068,0.655,0.0,0.0,0.0,0.0,0.135,-0.013,0.324,1.197,0.0,1.379
201,63546,0.288,-5.91,-0.061,-0.056,-0.206,-2.852,0.683,1.161,0.0,-2.101,0.0,-0.621,-6559227240.681702,1.678,3.947,0.0,2.163
202,49154,0.305,16.244,0.039,0.072,0.175,0.179,0.535,0.488,0.47,1.732,0.453,0.162,0.781,1.961,1.803,0.0,3.07
203,19350,0.28,13.218,0.068,0.117,0.072,0.241,0.148,1.205,0.779,8.563,0.466,0.073,0.244,7.591,0.475,0.0,3.499
204,91926,0.293,14.442,0.069,0.114,0.135,0.285,0.205,0.539,0.455,1.302,0.179,0.109,0.612,4.674,0.762,0.201,3.854
205,29285,0.818,23.584,0.075,0.157,0.102,0.053,0.102,0.416,0.404,2.788,0.468,0.17,0.544,1.45,0.444,0.0,1.259
206,61743,0.297,12.625,0.123,0.175,0.257,0.287,0.711,0.557,0.262,1.211,0.248,0.269,0.861,1.429,1.044,0.0,3.295
207,11674,0.893,15.159,0.087,0.175,0.093,0.077,0.091,0.532,0.504,3.594,0.443,0.094,0.03,2.29,0.387,0.0,1.117
208,76708,0.922,13.831,0.063,0.111,0.136,0.074,0.467,0.0,0.0,0.0,0.0,0.423,0.494,0.328,0.908,0.0,1.008
209,29867,0.871,-2.493,-0.022,-0.013,0.07,-0.187,0.138,1.242,0.817,10.14,0.52,-0.039,-6559227240.681702,8.608,1.022,0.0,0.646
210,40440,0.215,33.809,0.022,0.054,0.088,0.109,0.334,0.583,0.551,2.933,0.307,0.105,0.601,3.995,1.145,0.0,4.698
211,79322,1.892,-22.824,-0.004,0.015,0.034,-0.021,0.265,0.391,0.364,8.082,0.438,0.061,0.551,1.307,2.202,0.0,0.482
212,49429,0.589,8.403,0.046,0.083,0.185,0.145,0.585,0.306,0.293,1.09,0.361,0.284,0.65,1.152,1.602,0.0,1.088
213,44943,0.78,24.71,0.053,0.144,0.127,0.059,0.281,0.12,0.125,0.753,0.317,0.364,0.078,0.45,0.719,0.0,1.366
214,26403,0.286,21.445,0.16,0.214,0.181,0.172,0.273,0.285,0.226,1.127,0.328,0.276,0.609,0.888,0.609,0.0,3.576
215,10886,0.739,-14.943,-0.013,0.023,0.055,-0.053,0.38,0.623,0.572,7.78,0.556,0.017,-0.095,2.406,1.35,0.0,0.801
216,93096,0.3,18.814,0.057,0.075,0.204,0.189,0.586,0.346,0.337,1.266,0.488,0.238,0.624,1.043,1.793,0.0,3.537
217,64936,0.481,22.397,0.148,0.285,0.095,0.092,0.094,0.762,0.648,5.137,0.522,0.081,-0.168,3.531,0.217,0.0,1.999
218,61313,0.186,20.768,0.082,0.115,0.2,0.223,0.473,0.521,0.288,1.584,0.312,0.206,0.601,1.293,1.266,0.0,5.093
219,38682,0.214,90.122,0.009,0.048,0.148,0.145,0.335,0.913,0.844,3.324,0.496,0.103,0.685,10.87,1.529,0.0,4.737
220,25953,0.467,15.721,0.087,0.127,0.157,0.148,0.349,0.478,0.382,2.023,0.441,0.181,0.83,1.402,0.835,0.0,2.297
221,20626,0.425,39.907,0.095,0.147,0.125,0.243,0.193,0.468,0.437,2.288,0.403,0.144,0.505,1.931,0.75,0.0,2.857
222,30681,0.194,17.353,0.072,0.099,0.108,0.321,0.122,0.631,0.612,2.074,0.233,0.082,0.883,6.754,0.733,0.0,5.929
223,30737,0.92,-104.79,-0.058,-0.011,0.149,-0.161,0.792,0.239,0.238,1.183,0.273,0.309,0.145,1.144,1.403,0.0,0.804
224,11703,0.263,22.5,0.104,0.168,0.098,0.188,0.243,0.489,0.43,2.32,0.287,0.102,0.455,2.629,0.56,0.0,5.245
225,63132,1.435,-38.619,-0.007,0.034,0.065,-0.014,0.188,0.518,0.517,5.702,0.589,0.109,0.539,1.819,0.97,0.0,0.563
226,27959,1.096,20.693,0.101,0.252,0.073,0.044,0.073,0.549,0.48,4.837,0.464,0.083,0.08,1.99,0.196,0.0,0.906
227,88590,0.9592069949524183,17.38,0.136,0.176,0.228,-0.42010901806070894,0.518,5.564,4.994,3.839,0.463,0.099,0.972,-2.698,0.783,0.0,3.857438108783013
228,30940,0.315,16.061,0.076,0.105,0.159,0.19,0.336,0.472,0.455,1.922,0.442,0.189,0.674,1.89,0.9,0.0,3.262
229,12008,0.238,25.626,0.043,0.09,0.228,0.169,0.355,0.499,0.494,1.772,0.621,0.167,-0.231,1.57,1.626,0.0,3.859
230,31051,0.51,-6.916,-0.084,-0.062,-0.028,-0.447,0.535,0.558,0.389,-11.752,0.364,-0.09,-6559227240.681702,1.751,1.629,0.0,1.892
231,12486,0.464,-183.0,-0.006,0.021,0.059,-0.016,0.671,0.324,0.084,3.39,0.132,0.083,-0.567,0.69,1.593,0.0,2.045
232,42200,0.399,38.819,0.073,0.136,0.062,0.075,0.249,0.331,0.33,4.08,0.51,0.135,0.905,0.966,0.527,0.0,2.919
233,63159,0.663,11.048,0.04,0.054,0.16,0.124,0.445,0.116,0.109,0.589,0.307,0.319,-0.099,0.398,2.22,0.0,1.111
234,31480,0.763,19.381,0.042,0.068,0.12,0.077,0.304,0.048,0.034,0.26,0.059,0.202,0.434,0.604,1.196,0.0,1.54
235,14276,0.236,-4.996,-0.058,0.012,0.094,-0.341,0.221,0.743,0.759,2.913,0.317,-0.057,-6559227240.681702,9.925,0.764,0.0,3.397
236,31500,0.148,16.891,0.164,0.196,0.249,0.361,0.234,0.577,0.61,1.963,0.691,0.156,0.948,2.266,0.706,0.345,6.038
237,70578,0.251,30.665,0.082,0.145,0.15,0.131,0.382,0.566,0.432,2.391,0.434,0.15,0.589,1.756,0.719,0.0,4.15
238,31668,0.519,14.192,0.039,0.03,0.136,0.129,1.314,0.117,0.0,0.566,0.0,-0.046,0.793,0.57,2.083,0.0,3.537
239,82855,1.034,18.16,0.098,0.269,0.077,0.058,0.075,0.577,0.534,5.218,0.53,0.117,-0.435,2.157,0.278,0.0,1.015
240,32046,1.027,17.037,0.057,0.309,0.265,0.049,0.46,0.003,0.003,0.01,0.01,0.727,-0.238,0.306,0.773,0.0,0.84
241,32054,1.166,-4.087,-0.228,-0.175,-0.054,-0.207,0.314,0.0,0.0,0.0,0.0,-0.626,-6559227240.681702,0.274,0.749,0.0,0.962
242,32062,0.959,9.179,0.184,0.23,0.057,0.12,0.344,0.041,0.008,0.62,0.051,0.118,0.825,0.162,0.565,0.0,1.009
243,22103,0.294,11.987,0.122,0.159,0.193,0.283,0.437,0.551,0.347,1.529,0.307,0.181,0.729,1.728,0.964,0.0,3.67
244,81124,1.641,32.997,0.009,0.011,0.052,0.011,0.188,0.0,0.0,0.0,0.0,1.126,0.998,0.07,1.032,0.0,0.495
245,23042,1.276,21.265,0.093,0.236,0.089,0.049,0.087,0.541,0.509,4.145,0.501,0.094,-0.204,2.066,0.256,0.0,1.0
246,32548,5.8,4.362,0.05,0.089,0.073,0.057,0.239,0.096,0.011,1.032,0.032,0.338,0.931,0.362,0.764,0.0,0.246
247,26470,1.1,-10.759,-0.327,0.342,0.07,-0.064,0.071,0.21,0.21,2.195,0.379,0.259,-1.545,0.702,0.148,0.0,0.748
248,32986,0.78,20.401,0.076,0.143,0.102,0.07,0.1,0.516,0.435,3.215,0.416,0.142,-0.166,1.846,0.468,0.0,1.397
249,14813,0.621,-19.845,-1.35,-0.532,-0.226,-0.757,-0.036,0.87,0.398,-2.088,0.297,0.126,0.988,2.233,0.207,0.182,1.422
250,47511,0.721,-11.324,-0.091,-0.052,0.147,-0.138,0.336,0.236,0.236,1.291,0.595,0.387,0.956,0.518,1.104,0.0,1.648
251,33137,0.388,2.007,0.727,0.727,0.524,0.529,0.554,0.0,0.0,0.0,0.0,5.948,1.0,0.336,0.607,0.0,1.813
252,33209,0.276,34.615,0.06,0.099,-0.124,0.159,0.719,0.102,0.015,-0.531,0.024,-0.143,0.879,0.643,1.502,0.0,4.388
253,52476,0.213,32.564,0.158,0.238,0.194,0.169,0.379,0.435,0.344,1.625,0.483,0.253,0.843,1.086,0.57,0.0,5.39
254,24328,0.713,38.903,0.084,0.495,0.129,0.032,0.124,0.321,0.364,1.985,0.479,0.249,-1.052,1.194,0.186,0.0,1.128
255,33532,0.443,14.247,0.087,0.119,0.151,0.141,0.351,0.222,0.027,1.092,0.064,0.506,0.676,0.437,1.156,0.0,1.899
256,31691,0.561,18.796,0.115,0.131,0.146,0.103,0.228,0.0,0.0,0.0,0.0,0.197,0.914,0.102,0.809,0.0,1.92
257,50788,0.759,26.129,0.054,0.106,-0.0059824823465507914,-0.42010901806070894,0.23,0.343,0.342,3.401,0.572,-0.11520414454104635,-6559227240.681702,0.909,0.8067880899309279,0.0,1.488
258,42550,0.088,19.923,0.107,0.126,0.321,0.508,0.571,0.439,0.481,0.901,0.482,0.29,0.599,1.919,1.744,0.0,12.131
259,87696,0.764,-21.138,-0.1,0.025,0.018,-0.063,0.264,0.033,0.017,1.407,0.068,-0.226,-6559227240.681702,0.254,0.502,0.0,1.355
260,33770,0.705,9.677,0.112,0.128,0.08,0.165,0.078,0.0,0.0,0.0,0.0,0.183,0.941,2.343,0.439,0.0,1.476
261,87717,0.213,19.609,0.065,0.072,0.256,0.228,0.321,0.0,0.0,0.0,0.0,0.387,0.921,0.54,2.342,0.162,4.394
262,33823,1.087,-7.854,-0.069,-0.012,0.062,-0.076,0.26,0.177,0.177,2.282,0.445,0.362,-17.264,0.484,0.824,0.0,0.675
263,87725,0.695,18.191,0.049,0.075,0.171,0.111,0.269,0.0,0.0,0.0,0.0,0.596,0.8,0.3,1.731,0.0,1.886
264,11850,0.675,16.445,0.076,0.146,0.102,0.093,0.141,0.166,0.093,0.914,0.106,0.268,0.124,0.968,0.758,0.0,1.553
265,19166,0.518,100.333,0.016,0.065,0.067,0.028,0.208,0.596,0.469,5.378,0.382,0.099,0.399,2.315,0.54,0.0,2.226
266,24205,0.71,3.726,0.173,0.347,0.108,0.108,0.105,0.642,0.543,3.663,0.448,0.1,0.355,2.649,0.236,0.0,1.501
267,34367,0.202,-179.28,-0.005,0.037,0.156,-0.028,0.888,0.097,0.036,0.254,0.024,0.178,0.571,1.544,2.167,0.0,5.887
268,60628,0.401,39.625,0.023,0.078,0.145,0.062,0.319,0.3,0.3,1.314,0.324,0.243,0.14,1.319,1.34,0.361,2.406
269,92640,1.077,-4.308,-0.033,0.013,0.071,-0.17,0.177,0.767,0.753,5.46,0.431,0.045,-0.504,7.08,1.005,0.0,0.932
270,47706,0.468,14.152,0.085,0.104,0.188,0.19,0.384,0.117,0.101,0.403,0.155,0.252,0.845,0.724,1.286,0.0,2.468
271,77462,0.315,9.157,0.048,0.086,0.167,0.208,0.52,0.62,0.598,2.102,0.44,0.168,0.603,3.373,1.3,0.0,2.178
272,21135,0.32,85.538,0.011,0.047,0.053,0.037,0.297,0.538,0.534,6.36,0.45,0.079,0.021,2.545,0.96,0.0,3.171
273,34666,0.868,-119.12,-2.935,-2.82,-0.458,-0.771,0.035,0.236,0.196,-0.291,0.212,-0.688,-6559227240.681702,1.146,0.164,0.0,0.911
274,34746,0.964,12.182,0.22,0.287,0.024,0.101,0.04,0.587,0.477,5.233,0.115,0.017,0.886,7.941,0.047,0.28,1.089
275,35044,1.371,13.913,0.183,0.276,0.021,0.062,0.041,0.281,0.198,2.354,0.04,0.02,0.874,6.199,0.045,0.335,0.778
276,35167,0.969,13.613,0.216,0.283,0.021,0.085,0.039,0.58,0.224,4.11,0.037,0.013,0.868,7.708,0.043,0.322,1.09
277,35263,0.943,13.395,0.198,0.261,0.023,0.081,0.046,0.611,0.072,3.41,0.01,0.02,0.905,7.459,0.048,0.378,1.054
278,10777,1.055,13.425,0.163,0.237,0.022,0.089,0.044,0.413,0.153,2.171,0.018,0.007,0.768,10.097,0.046,0.39,0.993
279,35554,0.719,16.201,0.226,0.262,0.027,0.097,0.045,0.449,0.441,3.855,0.117,0.013,0.958,6.729,0.049,0.297,1.382
280,66157,0.561,13.546,0.274,0.3,0.03,0.151,0.046,0.798,0.422,5.121,0.088,0.015,1.0,8.275,0.052,0.26,1.851
281,36397,0.659,42.706,0.07,0.112,0.023,0.04,0.044,0.68,0.414,4.858,0.069,0.031,0.896,10.196,0.048,0.378,1.554
282,54244,0.513,11.763,0.035,0.08,0.187,0.138,0.443,0.259,0.274,1.13,0.484,0.535,0.644,0.782,1.84,0.304,1.527
283,36768,0.812,14.776,0.048,0.059,0.175,0.13,0.487,0.065,0.032,0.294,0.104,0.056,-0.586,0.316,2.005,0.0,1.752
284,88924,0.268,24.701,0.049,0.083,0.183,0.146,0.734,0.407,0.382,1.733,0.547,0.244,0.769,1.13,1.517,0.0,3.249
285,88853,0.508,10.31,0.036,0.049,0.156,0.214,0.18,0.24,0.243,0.821,0.219,0.129,0.648,1.469,2.479,0.0,2.184
286,37154,0.504,8.63,0.193,0.278,0.215,0.401,0.446,0.155,0.144,0.525,0.222,0.516,0.989,0.756,0.889,0.0,2.501
287,25785,0.52,10.137,0.038,0.092,0.081,0.213,0.133,1.119,0.764,7.172,0.446,0.079,0.538,7.263,0.678,0.0,1.962
288,31974,0.667,274.125,0.016,0.275,-0.02,0.006,-0.019,0.638,0.658,-27.104,0.73,0.04,-0.709,2.633,0.11,0.0,1.527
289,37402,2.327,-3.356,-0.065,-0.029,0.103,-0.117,0.237,0.341,0.339,2.767,0.552,0.419,0.443,0.93,1.033,0.0,0.478
290,37568,0.472,21.976,0.062,0.101,0.115,0.092,0.321,0.295,0.221,1.777,0.349,0.101,0.751,0.814,0.9,0.0,2.098
291,37584,0.537,11.191,0.256,0.291,0.192,0.17,0.192,0.147,0.153,0.686,0.565,0.596,0.969,0.319,0.486,0.183,1.833
292,62228,0.984,59.0,0.023,0.075,0.016,0.018,0.186,0.066,0.066,3.402,0.25,0.072,-0.593,0.285,0.59,0.0,0.989
293,58421,1.554,377.966,0.001,0.018,0.025,0.001,0.091,0.0,0.0,0.0,0.0,-1.704,-6559227240.681702,0.101,1.373,0.0,0.593
294,37875,0.493,25.503,0.035,0.071,0.129,0.082,0.311,0.453,0.425,2.722,0.576,0.031,0.63,1.284,1.026,0.0,2.04
295,37955,0.313,21.322,0.063,0.098,0.152,0.147,0.384,0.384,0.384,1.746,0.46,0.176,0.378,1.355,1.031,0.0,3.0
296,12036,1.206,9.19,0.14,0.345,0.093,0.091,0.12,0.792,0.764,6.706,0.736,0.08,-0.692,4.389,0.212,0.0,0.8
297,38093,0.501,20.267,0.065,0.129,0.084,0.101,0.083,0.424,0.383,2.789,0.314,0.059,0.811,1.983,0.518,0.467,1.981
298,47941,0.611,8.622,0.222,0.399,0.099,0.176,0.203,0.576,0.596,4.14,0.611,0.107,0.816,2.411,0.293,0.0,1.866
299,59010,0.237,10.123,0.064,0.1,0.31,0.36,0.866,0.353,0.323,0.619,0.278,0.452,0.593,1.717,2.13,0.0,3.805
300,20765,0.9592069949524183,-62.64,-0.009,0.032,0.105,-0.42010901806070894,0.128,1.219,1.21,3.708,0.352,0.072,0.843,-16.375,0.864,0.0,3.857438108783013
301,12052,0.248,15.486,0.092,0.107,0.135,0.245,0.195,0.242,0.225,0.758,0.144,0.16,0.738,2.007,0.939,0.0,4.015
302,12060,0.436,377.966,0.023,0.082,0.025,0.022,0.056,0.881,0.688,20.562,0.514,0.054,0.638,4.298,0.188,0.0,2.832
303,46834,0.545,-5.4,-0.107,-0.091,-0.033,-0.438,0.497,0.157,0.005,-4.969,0.012,-0.085,-6559227240.681702,0.397,2.363,0.0,2.858
304,17144,0.191,27.327,0.074,0.11,0.151,0.179,0.294,0.711,0.584,2.815,0.449,0.161,0.731,3.129,0.765,0.0,5.256
305,14558,1.404,-13.807,0.078,0.377,0.038,0.055,0.038,1.093,0.777,12.628,0.375,0.025,-0.13,9.26,0.064,0.096,0.651
306,12369,0.721,-10.082883013420306,0.035,0.081,0.085,0.147,0.147,0.713,0.506,3.348,0.247,0.071,-0.581,4.159,0.832,0.0,1.528
307,55212,0.735,-1.542,-0.135,-0.088,-0.015,-0.134,0.084,0.506,0.403,-12.873,0.266,0.019,-0.28,2.536,0.367,0.0,1.067
308,21055,0.67,13.125,0.034,0.061,0.153,0.103,0.919,0.09,0.077,0.384,0.121,0.325,0.089,0.683,1.8,0.0,1.354
309,38659,0.379,15.851,0.202,0.257,0.25,0.184,0.314,0.142,0.133,0.519,0.539,0.725,0.779,0.284,0.713,0.0,2.72
310,46674,0.258,18.551,0.046,0.055,0.156,0.21,0.557,0.21,0.134,0.605,0.099,0.16,0.913,1.566,1.863,0.0,4.02
311,39029,0.9592069949524183,-45.0,-0.2,-0.182,-0.173,-82.818,0.817,0.792,0.155,-1.369,0.063,-0.106,-6559227240.681702,2.929,1.966,0.0,3.857438108783013
312,57154,1.0,16.175,0.029,0.068,0.096,0.066,0.175,0.383,0.376,2.637,0.434,0.109,0.373,1.392,1.105,0.0,1.071
313,39328,0.579,30.125,0.014,0.044,0.16,0.073,1.512,0.366,0.209,1.384,0.247,0.201,0.606,1.071,2.855,0.0,2.08
314,32299,0.961,51.667,0.006,0.06,0.114,0.018,0.167,0.535,0.428,3.276,0.466,0.159,-0.169,1.602,1.472,0.0,0.966
315,16432,0.525,3.206,0.168,0.214,0.139,0.851,0.284,0.586,0.603,2.554,0.454,0.025,0.506,3.337,0.95,0.0,2.105
316,53604,0.462,25.457,0.067,0.104,0.146,0.097,0.293,0.025,0.0,0.13,0.0,0.293,0.751,0.331,1.082,0.0,2.414
317,85908,0.041,65.092,0.056,0.136,0.088,0.264,0.225,0.893,0.86,6.212,0.596,-0.395,-0.861,10.259,0.522,0.0,25.988
318,39571,0.175,4.215,0.269,0.302,0.219,0.513,0.47,0.462,0.445,1.585,0.578,0.254,0.834,1.388,0.828,0.0,6.119
319,60468,0.7,13.675,0.103,0.123,0.144,0.101,0.262,0.001,0.001,0.007,0.002,0.165,0.685,0.31,0.793,0.0,1.355
320,52695,0.175,17.802,0.077,0.101,0.297,0.241,0.814,0.277,0.234,0.674,0.354,0.476,0.612,0.862,1.807,0.0,5.387
321,83989,0.792,18.315,0.092,0.199,0.113,0.093,0.126,0.775,0.775,5.559,0.746,0.081,0.79,4.627,0.301,0.0,1.475
322,83233,0.785,20.54,0.02,0.056,0.115,0.055,0.245,0.546,0.524,2.963,0.495,0.091,0.156,2.221,1.036,0.0,0.643
323,90213,0.9592069949524183,-5.649,-0.046,0.039,0.033,-0.42010901806070894,0.192,1.342,1.328,6.294,0.199,0.013,-0.377,-20.412,0.326,0.189,3.857438108783013
324,84808,5.312,-0.603,-0.562,-0.336,0.042,-0.178,0.075,0.381,0.381,7.664,0.75,0.206,0.353,0.823,0.209,0.0,0.144
325,15653,1.114,23.096,0.029,-0.422,-0.027,0.016,0.029,0.0,0.498,-13.816,0.735,-0.268,-6559227240.681702,2.014,0.107,0.0,0.818
326,23819,0.511,109.806,0.01,0.083,0.165,0.017,0.173,0.335,0.328,1.528,0.508,0.255,0.133,0.961,0.884,0.275,1.886
327,25582,0.383,27.327,0.063,0.114,0.17,0.16,0.238,0.574,0.555,2.893,0.528,0.088,0.841,2.36,0.638,0.0,3.11
328,25304,0.33,-20.737,-0.017,0.073,0.112,-0.084,0.234,0.76,0.756,3.495,0.452,0.119,-0.266,6.846,0.822,0.0,2.632
329,52978,0.171,19.136,0.104,0.15,0.187,0.305,0.543,0.57,0.515,2.141,0.54,0.15,0.732,1.964,0.973,0.0,5.449
330,41188,0.394,10.578,0.063,0.093,0.195,0.266,0.466,0.594,0.523,2.238,0.598,0.185,0.824,1.831,1.465,0.0,3.734
331,41217,0.565,59.556,0.01,0.042,0.158,0.029,0.968,0.151,0.143,0.715,0.284,0.328,0.4,0.587,1.711,0.0,1.468
332,41187,0.832,20.245,0.055,0.125,0.047,0.062,0.046,0.519,0.489,3.838,0.204,0.037,-0.085,4.696,0.254,0.0,1.213
333,41241,0.517,9.72,0.052,0.09,0.184,0.095,0.337,0.0,0.0,0.0,0.0,0.379,0.431,0.261,1.505,0.0,1.798
334,41292,0.123,38.744,0.046,0.051,0.231,0.23,0.437,0.0,0.0,0.0,0.0,0.298,0.929,0.648,2.984,0.0,8.454
335,76927,1.431,-4.374,-0.042,-0.008,-0.001,-0.21,0.124,0.2,0.218,-98.115,0.221,-0.074,-2.227,1.266,2.073,0.0,1.04
336,32651,2.053,-94.5,-0.016,0.277,0.045,-0.005,0.071,0.272,0.266,5.087,0.589,0.096,-0.231,0.616,0.198,0.0,0.468
337,32678,0.273,27.594,0.112,0.169,0.172,0.154,0.277,0.272,0.312,1.326,0.488,0.23,0.894,0.928,0.737,0.0,1.589
338,15408,0.917,-10.082883013420306,0.011,0.049,0.101,0.008,0.097,0.368,0.33,4.478,0.564,0.102,0.667,0.9,0.243,0.0,1.125
339,32707,1.216,13.837,0.133,0.325,0.183,0.069,0.199,0.099,0.091,0.418,0.218,0.629,0.201,0.46,0.456,0.0,0.932
340,16600,0.051,39.5,0.067,0.099,0.299,0.339,0.652,0.853,0.577,1.446,0.372,0.204,0.661,3.661,1.333,0.0,13.78
341,91575,0.714,-418.53,-0.009,0.343,0.155,-0.015,0.202,0.862,0.871,4.25,0.722,0.16,-2.89,9.383,0.385,0.0,1.193
342,27828,0.577,4.774,0.044,0.083,0.118,0.163,0.263,0.494,0.44,1.982,0.277,0.082,0.445,2.835,0.984,0.0,0.756
343,61567,0.282,19.194,0.126,0.167,0.195,0.198,0.284,0.296,0.296,1.24,0.525,0.359,-0.084,0.8,0.872,0.0,3.672
344,52716,0.451,58.61,0.024,0.083,0.106,0.04,0.229,0.67,0.655,6.784,0.659,0.065,0.433,2.878,0.64,0.0,2.05
345,14338,0.464,84.474,0.067,0.128,0.092,0.074,0.117,0.705,0.693,4.689,0.526,0.064,0.796,4.279,0.432,0.0,2.011
346,32803,0.693,13.476,0.039,0.067,0.138,0.089,0.155,0.147,0.153,1.2,0.336,0.242,0.218,0.539,1.588,0.0,1.166
347,42140,0.267,27.298,0.031,0.146,0.127,0.15,0.217,0.922,0.922,6.339,0.874,0.072,0.734,13.483,0.486,0.0,3.45
348,66181,0.054,24.766,0.08,0.101,0.315,0.699,0.697,0.746,0.651,1.407,0.478,0.269,0.837,3.899,2.035,0.0,19.933
349,42439,0.291,20.373,0.034,0.058,0.18,0.156,0.712,0.485,0.186,1.142,0.116,0.203,0.464,1.965,1.834,0.0,2.89
350,42455,0.386,-7.575,-0.298,-0.221,-0.284,-1.66,0.483,0.432,0.03,-0.453,0.012,-0.441,-6559227240.681702,2.572,1.875,0.0,1.382
351,32870,0.228,31.134,0.074,0.089,0.21,0.178,0.318,0.102,0.059,0.357,0.117,0.464,0.855,0.535,1.598,0.0,5.144
352,91207,0.115,20.994,0.099,0.161,0.125,0.324,0.173,0.721,0.622,2.505,0.326,0.139,0.726,5.051,0.645,0.0,9.046
353,21792,1.095,-918.0,-0.001,0.122,0.083,-0.001,0.083,0.71,0.637,4.604,0.428,0.075,0.16,4.09,0.353,0.0,0.929
354,65285,0.9592069949524183,-16.455,-0.007,-0.0,0.053,-0.42010901806070894,0.146,1.284,1.07,17.596,0.694,-0.117,-6559227240.681702,-22.129,0.878,0.0,3.857438108783013
355,32942,0.412,19.851,0.087,0.113,0.183,0.147,0.364,0.237,0.238,0.981,0.427,0.282,0.798,0.73,1.026,0.0,2.884
356,42877,0.235,20.492,0.068,0.122,0.312,0.222,0.326,0.461,0.368,0.881,0.337,0.295,0.101,1.728,1.786,0.209,4.349
357,42906,0.734,14.0,0.22,0.336,0.023,0.113,0.042,0.611,0.456,4.787,0.088,0.015,0.854,9.567,0.045,0.355,1.419
358,42922,0.999,10.885,0.074,0.089,0.116,0.095,0.295,0.009,0.0,0.057,0.0,0.4,0.89,0.408,0.909,0.0,0.991
359,88795,1.321,-2.992,-0.155,-0.028,0.063,-0.472,0.257,0.667,0.641,8.024,0.741,0.11,0.044,2.408,0.979,0.0,1.714
360,87464,0.672,3.393,0.044,0.048,0.088,1.046,0.717,0.688,0.679,4.555,0.467,0.029,0.78,4.522,3.5,0.0,1.822
361,78892,0.221,-8.811,-0.03,0.001,0.05,-0.289,0.295,0.844,0.765,8.89,0.475,-0.019,-6559227240.681702,6.857,1.798,0.0,3.828
362,12570,0.456,10.682,0.125,0.16,0.133,0.253,0.254,0.007,0.006,0.018,0.003,0.099,0.58,1.877,0.695,0.0,2.384
363,21928,0.965,17.303,0.155,0.266,0.069,0.065,0.068,0.477,0.462,4.443,0.44,0.097,0.089,1.955,0.217,0.0,1.089
364,56573,0.181,18.244,0.14,0.175,0.194,0.289,0.352,0.638,0.538,2.286,0.589,0.149,0.855,1.977,0.825,0.0,6.206
365,43634,0.21,377.966,0.416,0.447,0.027,0.387,0.126,0.644,0.644,24.01,0.771,-0.025,-6559227240.681702,2.346,0.231,0.0,6.502
366,43757,0.9592069949524183,-5.685,-9.598,-9.399,-0.67,-3.11,-0.563,1.009,1.001,-1.533,0.856,-0.354,-6559227240.681702,-1323.6,0.063,0.0,3.857438108783013
367,51633,0.699,18.605,0.075,0.177,0.121,0.08,0.119,0.545,0.469,2.748,0.411,0.137,0.104,2.149,0.488,0.0,1.446
368,14855,0.9592069949524183,6.065,0.007,0.021,0.1,-0.42010901806070894,0.347,1.158,1.124,6.083,0.568,-0.035,0.819,-15.934,1.789,0.0,3.857438108783013
369,44274,1.078,-83.957,-0.007,0.027,0.099,-0.014,0.264,0.378,0.357,2.86,0.523,0.124,0.793,1.059,1.057,0.0,1.082
